history_id,asset_id,section_id,department,maintenance_type,completed_date,duration_hours,cost,failure_occurred_after_days
HIS-000015,AST-TRA-0419,SEC-RKMP-BPL,TRACTION,DropperReplacement,2021-11-27T00:00:00,6.5,164453.0,544
HIS-000016,AST-S_A-0462,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2023-09-19T00:00:00,7.7,543130.0,326
HIS-000017,AST-TRA-0105,SEC-RKMP-BPL,TRACTION,DropperReplacement,2022-02-26T00:00:00,1.3,44324.0,212
HIS-000018,AST-S_A-0054,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2025-04-22T00:00:00,4.1,308733.0,182
HIS-000019,AST-TRA-0150,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2023-12-31T00:00:00,7.1,476420.0,295
HIS-000020,AST-ENG-0173,SEC-RKMP-BPL,ENGINEERING,JointWelding,2021-09-26T00:00:00,5.5,463684.0,388
HIS-000021,AST-ENG-0298,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2025-02-21T00:00:00,1.0,331432.0,16
HIS-000022,AST-TRA-0473,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2023-09-28T00:00:00,3.3,450008.0,142
HIS-000023,AST-ENG-0475,SEC-RKMP-BPL,ENGINEERING,JointWelding,2022-07-02T00:00:00,3.9,448410.0,221
HIS-000024,AST-ENG-0073,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2022-10-24T00:00:00,2.9,37632.0,503
HIS-000025,AST-S_A-0306,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2024-07-02T00:00:00,5.3,406793.0,259
HIS-000026,AST-ENG-0191,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2023-05-23T00:00:00,7.2,242910.0,352
HIS-000027,AST-S_A-0342,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2021-12-29T00:00:00,3.5,377642.0,417
HIS-000028,AST-S_A-0183,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2023-07-26T00:00:00,5.3,267672.0,504
HIS-000029,AST-TRA-0032,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2022-06-17T00:00:00,4.6,645729.0,303
HIS-000030,AST-S_A-0359,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2022-06-28T00:00:00,2.2,510027.0,143
HIS-000031,AST-ENG-0475,SEC-RKMP-BPL,ENGINEERING,JointWelding,2023-12-27T00:00:00,2.5,240030.0,138
HIS-000032,AST-TRA-0365,SEC-RKMP-BPL,TRACTION,OHEInspection,2023-08-24T00:00:00,5.7,30309.0,274
HIS-000033,AST-TRA-0312,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2021-12-06T00:00:00,2.7,460663.0,197
HIS-000034,AST-S_A-0062,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2026-05-31T00:00:00,1.7,302654.0,355
HIS-000035,AST-S_A-0332,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2026-04-30T00:00:00,7.4,173718.0,297
HIS-000036,AST-ENG-0271,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2022-02-05T00:00:00,1.6,106823.0,175
HIS-000037,AST-S_A-0440,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2024-02-02T00:00:00,5.0,620313.0,122
HIS-000038,AST-S_A-0165,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2025-07-10T00:00:00,2.9,638381.0,317
HIS-000039,AST-S_A-0386,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2024-11-21T00:00:00,3.1,582433.0,635
HIS-000040,AST-S_A-0211,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2021-11-29T00:00:00,5.9,401967.0,304
HIS-000041,AST-S_A-0395,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2026-06-17T00:00:00,6.5,246751.0,97
HIS-000042,AST-ENG-0109,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2022-07-02T00:00:00,6.0,309799.0,237
HIS-000043,AST-S_A-0472,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2022-03-07T00:00:00,3.3,489430.0,121
HIS-000044,AST-TRA-0492,SEC-RKMP-BPL,TRACTION,DropperReplacement,2022-03-17T00:00:00,3.6,478533.0,200
HIS-000045,AST-S_A-0458,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2024-05-18T00:00:00,7.1,214271.0,247
HIS-000046,AST-S_A-0377,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2025-08-22T00:00:00,2.8,181243.0,370
HIS-000047,AST-TRA-0042,SEC-RKMP-BPL,TRACTION,OHEInspection,2022-01-24T00:00:00,2.0,546322.0,469
HIS-000048,AST-S_A-0103,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2026-04-03T00:00:00,3.0,150836.0,281
HIS-000049,AST-ENG-0088,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2026-03-19T00:00:00,7.2,322332.0,426
HIS-000050,AST-S_A-0486,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2022-09-27T00:00:00,4.7,310146.0,198
HIS-000051,AST-S_A-0030,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2023-01-12T00:00:00,5.1,98431.0,222
HIS-000052,AST-S_A-0057,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2023-08-15T00:00:00,2.1,213870.0,97
HIS-000053,AST-S_A-0315,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2026-03-05T00:00:00,1.4,276236.0,304
HIS-000054,AST-ENG-0119,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2026-07-07T00:00:00,5.8,296126.0,272
HIS-000055,AST-ENG-0262,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2023-11-23T00:00:00,1.0,522482.0,551
HIS-000056,AST-S_A-0193,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2025-06-19T00:00:00,6.2,509279.0,400
HIS-000057,AST-ENG-0236,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2024-04-01T00:00:00,6.9,28781.0,68
HIS-000058,AST-S_A-0441,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2023-02-18T00:00:00,1.5,310338.0,265
HIS-000059,AST-TRA-0330,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2026-09-08T00:00:00,3.5,326017.0,213
HIS-000060,AST-S_A-0012,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2023-02-07T00:00:00,5.2,398463.0,254
HIS-000061,AST-ENG-0271,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2025-07-23T00:00:00,4.6,391841.0,203
HIS-000062,AST-S_A-0490,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2024-04-23T00:00:00,3.7,571557.0,561
HIS-000063,AST-S_A-0350,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2024-04-12T00:00:00,5.8,197137.0,203
HIS-000064,AST-S_A-0449,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2025-07-10T00:00:00,7.2,498374.0,434
HIS-000065,AST-ENG-0047,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2026-07-26T00:00:00,1.0,581830.0,13
HIS-000066,AST-ENG-0442,SEC-RKMP-BPL,ENGINEERING,JointWelding,2024-07-30T00:00:00,3.0,623832.0,375
HIS-000067,AST-TRA-0122,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2022-09-07T00:00:00,7.0,191894.0,459
HIS-000068,AST-TRA-0347,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2023-03-01T00:00:00,5.2,450589.0,399
HIS-000069,AST-S_A-0251,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2025-08-24T00:00:00,7.2,422402.0,434
HIS-000070,AST-S_A-0071,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2026-08-06T00:00:00,7.8,414249.0,322
HIS-000071,AST-ENG-0316,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2025-03-01T00:00:00,1.4,314847.0,403
HIS-000072,AST-TRA-0159,SEC-RKMP-BPL,TRACTION,OHEInspection,2025-08-13T00:00:00,3.6,536924.0,238
HIS-000073,AST-S_A-0261,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2022-05-05T00:00:00,1.1,259354.0,425
HIS-000074,AST-ENG-0002,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2023-01-14T00:00:00,2.2,68262.0,399
HIS-000075,AST-ENG-0371,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2022-06-21T00:00:00,6.3,566230.0,432
HIS-000076,AST-S_A-0336,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2022-12-30T00:00:00,4.3,547442.0,381
HIS-000077,AST-ENG-0065,SEC-RKMP-BPL,ENGINEERING,JointWelding,2025-03-09T00:00:00,4.5,59905.0,238
HIS-000078,AST-ENG-0007,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2024-10-19T00:00:00,4.2,234952.0,296
HIS-000079,AST-TRA-0222,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2023-11-12T00:00:00,2.4,77360.0,332
HIS-000080,AST-ENG-0299,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2026-04-05T00:00:00,5.4,276699.0,369
HIS-000081,AST-ENG-0172,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2026-07-15T00:00:00,4.7,215759.0,558
HIS-000082,AST-S_A-0409,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2021-11-20T00:00:00,4.1,357492.0,328
HIS-000083,AST-S_A-0135,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2024-06-30T00:00:00,7.6,214313.0,303
HIS-000084,AST-S_A-0327,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2023-11-21T00:00:00,5.2,207449.0,465
HIS-000085,AST-S_A-0090,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2024-08-10T00:00:00,3.0,453641.0,390
HIS-000086,AST-S_A-0336,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2024-07-26T00:00:00,2.6,605393.0,463
HIS-000087,AST-TRA-0446,SEC-RKMP-BPL,TRACTION,OHEInspection,2022-06-18T00:00:00,7.0,505616.0,341
HIS-000088,AST-ENG-0371,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2022-12-15T00:00:00,5.2,573670.0,562
HIS-000089,AST-ENG-0127,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2025-08-30T00:00:00,2.1,331293.0,328
HIS-000090,AST-S_A-0139,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2024-01-21T00:00:00,7.2,285390.0,493
HIS-000091,AST-TRA-0401,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2026-04-15T00:00:00,3.3,550882.0,156
HIS-000092,AST-S_A-0084,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2024-08-05T00:00:00,8.0,473495.0,222
HIS-000093,AST-S_A-0045,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2025-05-11T00:00:00,6.4,488141.0,443
HIS-000094,AST-ENG-0137,SEC-RKMP-BPL,ENGINEERING,JointWelding,2021-12-15T00:00:00,7.0,389680.0,190
HIS-000095,AST-S_A-0197,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2021-10-16T00:00:00,7.7,634716.0,169
HIS-000096,AST-S_A-0012,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2025-05-07T00:00:00,7.8,183851.0,164
HIS-000097,AST-S_A-0075,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2025-05-16T00:00:00,1.1,465244.0,164
HIS-000098,AST-S_A-0291,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2023-09-26T00:00:00,5.6,413695.0,87
HIS-000099,AST-S_A-0013,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2023-02-12T00:00:00,3.9,491426.0,482
HIS-000100,AST-S_A-0237,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2024-10-19T00:00:00,6.2,634602.0,421
HIS-000101,AST-S_A-0387,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2024-07-12T00:00:00,1.2,441458.0,463
HIS-000102,AST-S_A-0270,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2026-09-04T00:00:00,5.3,465118.0,158
HIS-000103,AST-TRA-0312,SEC-RKMP-BPL,TRACTION,DropperReplacement,2025-08-01T00:00:00,1.6,113594.0,219
HIS-000104,AST-ENG-0352,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2026-07-14T00:00:00,5.7,353139.0,404
HIS-000105,AST-S_A-0354,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2025-11-18T00:00:00,2.3,157403.0,444
HIS-000106,AST-TRA-0105,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2023-11-23T00:00:00,4.8,34737.0,123
HIS-000107,AST-S_A-0215,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2023-05-24T00:00:00,2.5,391615.0,244
HIS-000108,AST-S_A-0481,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2024-01-08T00:00:00,5.1,603704.0,298
HIS-000109,AST-ENG-0223,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2023-01-08T00:00:00,4.9,552433.0,164
HIS-000110,AST-ENG-0070,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2023-10-04T00:00:00,5.0,387183.0,270
HIS-000111,AST-ENG-0127,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2023-06-04T00:00:00,3.6,527440.0,348
HIS-000112,AST-ENG-0160,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2025-09-08T00:00:00,3.1,384465.0,329
HIS-000113,AST-S_A-0246,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2022-10-11T00:00:00,2.5,546831.0,439
HIS-000114,AST-ENG-0083,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2022-08-26T00:00:00,6.4,463830.0,418
HIS-000115,AST-TRA-0267,SEC-RKMP-BPL,TRACTION,DropperReplacement,2023-08-09T00:00:00,7.5,566851.0,373
HIS-000116,AST-ENG-0142,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2024-08-28T00:00:00,7.3,131798.0,133
HIS-000117,AST-S_A-0346,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2024-03-26T00:00:00,4.7,128324.0,250
HIS-000118,AST-S_A-0481,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2025-07-31T00:00:00,7.7,350869.0,295
HIS-000119,AST-ENG-0011,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2023-09-13T00:00:00,1.4,647598.0,108
HIS-000120,AST-TRA-0132,SEC-RKMP-BPL,TRACTION,DropperReplacement,2022-03-26T00:00:00,2.4,231345.0,427
HIS-000121,AST-S_A-0035,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2024-05-16T00:00:00,3.8,541924.0,303
HIS-000122,AST-TRA-0347,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2026-03-14T00:00:00,1.5,213464.0,200
HIS-000123,AST-ENG-0475,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2022-05-28T00:00:00,6.9,239914.0,244
HIS-000124,AST-S_A-0238,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2025-12-16T00:00:00,5.7,354055.0,138
HIS-000125,AST-S_A-0058,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2026-04-11T00:00:00,3.3,46190.0,393
HIS-000126,AST-S_A-0346,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2026-02-06T00:00:00,7.4,143806.0,149
HIS-000127,AST-S_A-0463,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2023-05-17T00:00:00,7.0,648929.0,364
HIS-000128,AST-S_A-0279,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2023-01-15T00:00:00,6.6,191111.0,456
HIS-000129,AST-TRA-0392,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2025-01-16T00:00:00,5.1,379757.0,309
HIS-000130,AST-S_A-0135,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2023-08-06T00:00:00,3.8,542745.0,239
HIS-000131,AST-TRA-0014,SEC-RKMP-BPL,TRACTION,OHEInspection,2024-08-23T00:00:00,7.4,529529.0,176
HIS-000132,AST-ENG-0091,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2022-02-19T00:00:00,1.4,246103.0,535
HIS-000133,AST-S_A-0278,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2026-08-19T00:00:00,2.0,468169.0,391
HIS-000134,AST-TRA-0321,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2025-05-11T00:00:00,5.9,261118.0,104
HIS-000135,AST-S_A-0174,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2025-08-23T00:00:00,8.0,147322.0,159
HIS-000136,AST-ENG-0299,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2023-12-16T00:00:00,7.8,347530.0,419
HIS-000137,AST-S_A-0048,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2026-05-09T00:00:00,6.7,121627.0,253
HIS-000138,AST-S_A-0003,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2023-11-15T00:00:00,3.4,25882.0,295
HIS-000139,AST-S_A-0408,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2023-12-15T00:00:00,4.9,265545.0,170
HIS-000140,AST-ENG-0079,SEC-RKMP-BPL,ENGINEERING,JointWelding,2025-05-14T00:00:00,1.2,468768.0,287
HIS-000141,AST-TRA-0420,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2024-02-08T00:00:00,3.4,261566.0,414
HIS-000142,AST-TRA-0168,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2023-02-23T00:00:00,1.6,263748.0,207
HIS-000143,AST-ENG-0028,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2026-01-14T00:00:00,6.6,160212.0,350
HIS-000144,AST-ENG-0007,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2024-09-17T00:00:00,1.2,346987.0,183
HIS-000145,AST-TRA-0330,SEC-RKMP-BPL,TRACTION,DropperReplacement,2025-05-21T00:00:00,4.8,523095.0,191
HIS-000146,AST-ENG-0397,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2023-09-22T00:00:00,3.4,309758.0,190
HIS-000147,AST-S_A-0224,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2022-02-15T00:00:00,5.1,127561.0,364
HIS-000148,AST-ENG-0316,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2022-08-25T00:00:00,1.3,257945.0,348
HIS-000149,AST-TRA-0122,SEC-RKMP-BPL,TRACTION,DropperReplacement,2024-07-24T00:00:00,2.7,248090.0,536
HIS-000150,AST-TRA-0023,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2026-06-18T00:00:00,3.9,315071.0,267
HIS-000151,AST-ENG-0029,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2023-09-10T00:00:00,1.0,590273.0,246
HIS-000152,AST-S_A-0381,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2023-04-15T00:00:00,7.2,348008.0,319
HIS-000153,AST-S_A-0216,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2023-09-11T00:00:00,3.0,605114.0,253
HIS-000154,AST-ENG-0019,SEC-RKMP-BPL,ENGINEERING,JointWelding,2023-03-20T00:00:00,1.0,202258.0,141
HIS-000155,AST-TRA-0258,SEC-RKMP-BPL,TRACTION,DropperReplacement,2025-02-18T00:00:00,4.0,219423.0,426
HIS-000156,AST-TRA-0006,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2023-01-30T00:00:00,4.3,319002.0,255
HIS-000157,AST-TRA-0338,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2021-09-25T00:00:00,1.2,390806.0,331
HIS-000158,AST-ENG-0199,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2023-07-11T00:00:00,7.9,416060.0,10
HIS-000159,AST-ENG-0376,SEC-RKMP-BPL,ENGINEERING,JointWelding,2023-01-26T00:00:00,1.5,276509.0,475
HIS-000160,AST-S_A-0138,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2024-02-10T00:00:00,6.3,351495.0,636
HIS-000161,AST-S_A-0381,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2025-08-27T00:00:00,4.0,260421.0,339
HIS-000162,AST-ENG-0434,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2023-07-04T00:00:00,5.3,535745.0,249
HIS-000163,AST-S_A-0129,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2026-02-08T00:00:00,1.9,579956.0,212
HIS-000164,AST-ENG-0218,SEC-RKMP-BPL,ENGINEERING,JointWelding,2021-11-19T00:00:00,5.3,308028.0,315
HIS-000165,AST-ENG-0052,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2023-02-12T00:00:00,2.1,27250.0,352
HIS-000166,AST-S_A-0261,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2025-02-22T00:00:00,4.0,317870.0,335
HIS-000167,AST-S_A-0197,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2024-02-22T00:00:00,7.8,213692.0,231
HIS-000168,AST-ENG-0451,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2024-04-03T00:00:00,1.5,100735.0,344
HIS-000169,AST-ENG-0065,SEC-RKMP-BPL,ENGINEERING,JointWelding,2025-07-30T00:00:00,7.2,609981.0,157
HIS-000170,AST-S_A-0463,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2022-11-24T00:00:00,6.9,499206.0,408
HIS-000171,AST-ENG-0295,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2022-05-02T00:00:00,7.9,214511.0,464
HIS-000172,AST-ENG-0484,SEC-RKMP-BPL,ENGINEERING,SleeperRenewal,2024-01-24T00:00:00,2.6,257289.0,219
HIS-000173,AST-TRA-0293,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2025-04-22T00:00:00,4.1,600716.0,249
HIS-000174,AST-ENG-0133,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2022-04-06T00:00:00,6.7,93988.0,210
HIS-000175,AST-S_A-0148,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2024-08-04T00:00:00,3.5,151150.0,427
HIS-000176,AST-ENG-0290,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2026-07-04T00:00:00,6.9,589100.0,494
HIS-000177,AST-TRA-0168,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2022-07-09T00:00:00,4.7,187402.0,350
HIS-000178,AST-TRA-0320,SEC-RKMP-BPL,TRACTION,OHEInspection,2026-06-20T00:00:00,4.4,274801.0,359
HIS-000179,AST-TRA-0267,SEC-RKMP-BPL,TRACTION,DropperReplacement,2025-02-24T00:00:00,6.2,416935.0,368
HIS-000180,AST-ENG-0178,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2022-09-28T00:00:00,1.2,548514.0,437
HIS-000181,AST-TRA-0006,SEC-RKMP-BPL,TRACTION,InsulatorReplacement,2023-11-19T00:00:00,1.7,158983.0,405
HIS-000182,AST-S_A-0103,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2023-04-13T00:00:00,5.3,41139.0,325
HIS-000183,AST-TRA-0168,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2026-02-09T00:00:00,3.7,133743.0,285
HIS-000184,AST-TRA-0483,SEC-RKMP-BPL,TRACTION,ContactWireReplacement,2022-11-11T00:00:00,3.9,220140.0,96
HIS-000185,AST-ENG-0290,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2023-08-05T00:00:00,2.9,466907.0,339
HIS-000186,AST-S_A-0099,SEC-RKMP-BPL,S_AND_T,TurnoutAdjustment,2024-01-25T00:00:00,6.7,428032.0,127
HIS-000187,AST-TRA-0374,SEC-RKMP-BPL,TRACTION,OHEInspection,2023-03-25T00:00:00,4.4,170536.0,252
HIS-000188,AST-TRA-0284,SEC-RKMP-BPL,TRACTION,DropperReplacement,2024-08-07T00:00:00,7.5,172707.0,176
HIS-000189,AST-ENG-0226,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2023-09-01T00:00:00,4.9,46039.0,511
HIS-000190,AST-S_A-0427,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2024-05-11T00:00:00,2.0,577644.0,401
HIS-000191,AST-TRA-0185,SEC-RKMP-BPL,TRACTION,OHEInspection,2022-05-19T00:00:00,2.8,228324.0,269
HIS-000192,AST-S_A-0306,SEC-RKMP-BPL,S_AND_T,PointMachineOverhaul,2024-08-01T00:00:00,6.5,608916.0,200
HIS-000193,AST-S_A-0390,SEC-RKMP-BPL,S_AND_T,SignalCableRenewal,2022-08-16T00:00:00,2.6,126014.0,389
HIS-000194,AST-ENG-0308,SEC-RKMP-BPL,ENGINEERING,BallastCleaning,2024-10-01T00:00:00,5.6,464474.0,349
HIS-000195,AST-ENG-0484,SEC-RKMP-BPL,ENGINEERING,RailGrinding,2023-11-28T00:00:00,7.5,239592.0,288
HIS-000196,AST-ENG-0073,SEC-RKMP-BPL,ENGINEERING,TrackTamping,2023-07-08T00:00:00,3.2,514370.0,415
HIS-000197,AST-S_A-0093,SEC-RKMP-BPL,S_AND_T,AxleCounterCalibration,2022-10-29T00:00:00,4.8,592891.0,516
